Line,Pre-Weight,Recipe,Location,Wet Weight,Wet Result,Wet Pass/Fail,Dry Weight,WPP,Pass/Fail,Passes,Flow,Size
S006,44.469,38,A,45.221,744,FAIL,45.216,259,0,142,96.905,38
S006,43.829,38,B,44.661,824,PASS,44.645,283,1,142,115.883,38
S006,43.748,38,D,44.626,869,PASS,44.61,299,1,142,96.894,38
S006,43.519,38,C,44.404,876,PASS,44.39,302,1,142,115.855,38
S006,44.58,38,A,45.467,878,PASS,45.448,301,1,142,96.892,38
S006,44.037,38,B,44.889,843,PASS,44.873,290,1,142,115.878,38
S006,44.421,38,D,45.282,852,PASS,45.265,292,1,142,96.91,38
S006,43.93,38,C,44.836,897,FAIL,44.816,307,1,142,115.846,38
S006,44.4,38,B,45.227,819,PASS,45.213,282,1,142,114.994,38
S006,44.378,38,A,45.257,870,PASS,45.242,299,1,142,96.909,38
S006,43.735,38,D,44.545,802,FAIL,44.53,275,1,142,96.899,38
S006,43.633,38,D,44.471,829,PASS,44.462,287,1,142,96.893,38
S006,43.827,38,C,44.723,887,PASS,44.712,307,1,142,115.863,38
S006,43.922,38,A,44.8,869,PASS,44.779,297,1,142,96.903,38
S006,44.368,38,B,45.245,868,PASS,45.249,305,1,142,115.851,38
S006,44.559,38,A,45.456,888,PASS,45.437,304,1,142,96.887,38
S006,43.683,38,D,44.5,809,PASS,44.493,281,1,142,96.889,38
S006,43.099,38,C,44.01,902,FAIL,43.996,311,1,142,115.803,38
S006,44.5,38,B,45.318,810,PASS,45.305,279,1,142,114.956,38
S006,43.587,38,D,44.433,837,PASS,44.416,287,1,146,87.879,38
S006,43.977,38,C,44.859,873,PASS,44.844,300,1,142,115.866,38
S006,44.393,38,B,45.215,814,PASS,45.2,280,1,146,86.373,38
S006,43.337,38,A,44.214,868,PASS,44.2,299,1,142,96.89,38
S006,44.449,38,B,45.303,845,PASS,45.291,292,1,142,115.878,38
S006,43.746,38,D,44.61,855,PASS,44.593,293,1,146,87.844,38
S006,44.04,38,C,44.871,823,PASS,44.856,283,1,146,86.368,38
S006,44.407,38,A,45.296,880,PASS,45.274,300,1,146,87.951,38
S006,44.491,38,A,45.382,882,PASS,45.365,303,1,146,87.859,38
S006,44.368,38,A,45.27,893,FAIL,45.247,305,1,142,96.893,38
S006,43.636,38,D,44.5,855,PASS,44.479,292,1,146,87.859,38
S006,44.4,38,C,45.257,848,PASS,45.238,290,1,146,86.361,38
S006,44.02,38,B,44.846,818,PASS,44.828,280,1,146,86.375,38
S006,44.352,38,B,45.153,793,FAIL,45.139,273,1,146,86.36,38
S006,43.675,38,C,44.492,809,PASS,44.483,280,1,146,86.388,38
S006,44.583,38,C,45.444,852,PASS,45.43,293,1,146,86.363,38
S006,44.025,38,D,44.907,873,PASS,44.889,299,1,146,87.937,38
S006,44.569,38,C,45.452,874,PASS,45.436,300,1,146,86.371,38
S006,44.375,38,D,45.242,858,PASS,45.225,294,1,146,87.855,38
S006,44.333,38,C,45.201,859,PASS,45.182,294,1,146,86.369,38
S006,44.36,38,A,45.244,875,PASS,45.232,302,1,146,87.872,38
S006,44.477,38,A,45.318,832,PASS,45.306,287,1,146,87.878,38
S006,44.44,38,D,45.347,898,FAIL,45.324,306,1,146,87.844,38
S006,43.286,38,C,44.135,840,PASS,44.111,286,1,146,83.853,38
S006,44.811,38,B,45.663,843,PASS,45.645,289,1,146,83.852,38
S006,44.247,38,B,45.081,826,PASS,45.058,281,1,146,83.868,38
S006,45.514,38,B,46.358,835,PASS,46.336,285,1,146,83.862,38
S006,44.234,38,D,45.055,813,PASS,45.033,277,1,146,87.868,38
S006,45.317,38,D,46.168,842,PASS,46.146,287,1,146,88.423,38
S006,45.59,38,C,46.47,871,PASS,46.446,297,1,146,83.86,38
S006,46.141,38,A,47.005,855,PASS,46.984,292,1,146,88.44,38
S006,45.521,38,A,46.339,810,PASS,46.326,279,1,146,87.896,38
S006,44.232,38,C,45.065,825,PASS,45.049,283,1,146,83.86,38
S006,45.311,38,C,46.202,882,PASS,46.176,300,1,146,83.867,38
S006,45.484,38,A,46.412,919,FAIL,46.38,310,1,146,88.495,38
S006,46.857,38,B,47.753,887,PASS,47.735,304,1,146,83.861,38
S006,46.113,38,B,46.938,817,PASS,46.922,280,1,146,83.856,38
S006,45.483,38,D,46.309,818,PASS,46.297,282,1,146,87.883,38
S006,45.49,38,D,46.302,804,FAIL,46.279,273,1,146,88.434,38
S006,44.318,38,A,45.138,812,PASS,45.116,276,1,146,88.434,38
S006,45.62,38,C,46.511,882,PASS,46.497,304,1,146,83.857,38
S006,44.267,38,B,45.099,824,PASS,45.082,282,1,146,83.856,38
S006,44.363,38,A,45.184,813,PASS,45.175,281,1,138,94.399,38
S006,44.391,38,C,45.259,859,PASS,45.242,295,1,138,111.896,38
S006,44.337,38,C,45.234,888,PASS,45.213,303,1,138,111.931,38
S006,44.238,38,A,45.073,827,PASS,45.042,279,1,138,94.409,38
S006,44.321,38,A,45.146,817,PASS,45.132,281,1,138,94.42,38
S006,44.34,38,B,45.118,770,FAIL,45.114,268,0,138,109.642,38
S006,44.665,38,D,45.498,825,PASS,45.48,282,1,138,94.409,38
S006,45.991,38,D,46.853,853,PASS,46.837,293,1,138,94.397,38
S006,44.243,38,B,45.091,839,PASS,45.075,288,1,138,111.9,38
S006,44.368,38,B,45.222,845,PASS,45.21,292,1,138,111.928,38
S006,44.372,38,C,45.202,822,PASS,45.197,286,1,138,109.617,38
S006,44.239,38,C,45.133,885,PASS,45.119,305,1,138,111.914,38
S006,44.2,38,C,45.068,859,PASS,45.054,296,1,138,111.883,38
S006,44.206,38,A,45.032,818,PASS,45.013,280,1,138,94.406,38
S006,44.296,38,A,45.127,823,PASS,45.109,282,1,138,94.404,38
S006,44.277,38,D,45.125,839,PASS,45.102,286,1,138,94.396,38
S006,44.219,38,D,45.087,859,PASS,45.069,294,1,138,94.408,38
S006,44.218,38,D,45.07,843,PASS,45.045,287,1,138,94.398,38
S006,44.31,38,B,45.171,852,PASS,45.153,292,1,138,111.772,38
S006,44.251,38,B,45.132,872,PASS,45.109,297,1,138,111.844,38
S006,43.365,38,A,44.125,752,FAIL,44.11,258,0,138,94.401,38
S006,45.4,38,C,46.299,890,FAIL,46.272,302,1,138,111.866,38
S006,46.878,38,D,47.777,890,FAIL,47.755,304,1,138,94.399,38
S006,44.277,38,D,45.126,840,PASS,45.118,291,1,138,94.404,38
S006,44.263,38,B,45.11,838,PASS,45.094,288,1,138,111.911,38
S006,46.081,38,B,46.918,828,PASS,46.9,284,1,138,111.881,38
S006,45.535,38,C,46.429,885,PASS,46.413,304,1,138,111.87,38
S006,45.598,38,C,46.475,868,PASS,46.46,299,1,138,111.872,38
S006,44.263,38,C,45.118,846,PASS,45.106,292,1,138,111.89,38
S006,44.233,38,A,45.068,827,PASS,45.052,284,1,138,94.402,38
S006,45.438,38,A,46.301,854,PASS,46.283,293,1,138,94.42,38
S006,44.258,38,A,45.068,802,FAIL,45.058,277,1,138,94.393,38
S006,46.905,38,B,47.771,857,PASS,47.752,293,1,138,111.877,38
S006,45.46,38,B,46.321,852,PASS,46.297,290,1,138,111.904,38
S006,46.857,38,B,47.725,859,PASS,47.703,293,1,138,111.846,38
S006,46.047,38,A,46.852,797,FAIL,46.837,274,1,138,94.389,38
S006,44.278,38,A,45.091,805,PASS,45.083,279,1,138,94.409,38
S006,44.368,38,A,45.218,841,PASS,45.196,287,1,138,94.368,38
S006,44.279,38,D,45.099,812,PASS,45.102,285,1,138,94.413,38
S006,44.238,38,A,45.063,817,PASS,45.051,282,1,146,88.45,38
S006,44.234,38,C,45.122,879,PASS,45.106,302,1,146,83.855,38
S006,44.068,38,C,44.947,870,PASS,44.924,297,1,146,83.855,38
S006,44.324,38,C,45.199,866,PASS,45.178,296,1,146,83.853,38
S006,45.504,38,B,46.408,895,FAIL,46.383,305,1,146,83.862,38
S006,44.13,38,B,44.811,674,FAIL,44.799,232,0,146,83.86,38
S006,45.437,38,D,46.264,819,PASS,46.249,281,1,146,88.435,38
S006,44.11,38,D,44.951,832,PASS,44.929,284,1,146,88.444,38
S006,44.072,38,B,44.902,822,PASS,44.887,282,1,146,83.848,38
S006,44.177,38,A,44.979,794,FAIL,44.954,269,0,146,88.438,38
S006,45.429,38,A,46.273,835,PASS,46.256,287,1,146,88.441,38
S006,44.916,38,C,45.776,851,PASS,45.757,291,1,146,83.848,38
S006,44.285,38,D,45.121,827,PASS,45.1,282,1,146,88.434,38
S006,46.594,38,B,47.461,858,PASS,47.437,292,1,146,83.856,38
S006,44.131,38,B,44.986,846,PASS,44.968,290,1,146,83.858,38
S006,44.124,38,D,45.03,897,FAIL,45.006,306,1,146,88.356,38
S006,44.042,38,D,44.828,778,FAIL,44.812,267,0,146,88.43,38
S006,44.151,38,A,44.972,813,PASS,44.947,276,1,146,88.427,38
S006,45.265,38,A,46.111,837,PASS,46.089,285,1,146,88.438,38
S006,45.361,38,A,46.317,946,FAIL,46.291,322,0,146,88.682,38
S006,44.171,38,C,45.045,865,PASS,45.023,295,1,146,83.862,38
S006,45.425,38,D,46.242,809,PASS,46.223,276,1,146,88.456,38
S006,44.25,38,D,45.086,827,PASS,45.064,282,1,146,88.44,38
S006,45.428,38,C,46.316,879,PASS,46.308,305,1,146,83.855,38
S006,44.194,38,A,44.994,792,FAIL,44.984,274,1,146,88.436,38
S006,44.185,38,A,45.015,822,PASS,44.997,281,1,146,88.436,38
S006,45.408,38,C,46.328,911,FAIL,46.303,310,1,146,83.844,38
S006,44.956,38,C,45.819,854,PASS,45.811,296,1,146,83.873,38
S006,45.428,38,A,46.257,821,PASS,46.242,282,1,146,88.443,38
S006,44.966,38,B,45.826,851,PASS,45.803,290,1,146,83.868,38
S006,45.044,38,B,45.906,853,PASS,45.879,289,1,146,83.847,38
S006,44.1,38,D,44.953,844,PASS,44.93,288,1,146,88.443,38
S006,45.145,38,D,45.973,820,PASS,45.955,281,1,146,88.445,38
S006,44.946,38,D,45.731,777,FAIL,45.726,270,0,146,88.446,38
S006,44.959,38,A,45.793,826,PASS,45.775,283,1,146,88.436,38
S006,43.34,38,A,44.176,827,PASS,44.15,281,1,146,88.425,38
S006,44.943,38,A,45.775,824,PASS,45.756,282,1,138,94.392,38
S006,45.081,38,A,45.927,837,PASS,45.91,287,1,138,94.387,38
S006,43.98,38,A,44.83,841,PASS,44.81,288,1,138,94.382,38
S006,45.488,38,B,46.353,856,PASS,46.332,292,1,138,111.844,38
S006,45.032,38,D,45.909,868,PASS,45.893,298,1,138,94.388,38
S006,44.979,38,B,45.881,893,FAIL,45.857,304,1,138,111.849,38
S006,45.367,38,B,46.228,852,PASS,46.218,295,1,138,110.742,38
S006,46.589,38,A,47.447,849,PASS,47.425,290,1,138,94.411,38
S006,45.434,38,A,46.296,853,PASS,46.287,296,1,138,94.375,38
S006,45.511,38,D,46.407,887,PASS,46.389,304,1,138,94.403,38
S006,44.48,38,D,45.368,879,PASS,45.342,299,1,138,94.411,38
S006,45.031,38,B,45.93,890,FAIL,45.904,302,1,138,111.744,38
S006,44.364,38,B,45.248,875,PASS,45.227,299,1,138,113.364,38
S006,44.841,38,B,45.707,857,PASS,45.695,296,1,138,112.509,38
S006,45.321,38,C,46.18,850,PASS,46.159,290,1,138,112.441,38
S006,45.071,38,C,45.987,907,FAIL,45.965,310,1,138,111.812,38
S006,44.33,38,C,45.203,864,PASS,45.191,298,1,146,83.847,38
S006,44.354,38,C,45.235,872,PASS,45.211,297,1,146,83.842,38
S006,43.308,38,B,44.147,830,PASS,44.127,284,1,146,83.875,38
S006,44.355,38,B,45.199,835,PASS,45.178,285,1,146,83.845,38
S006,45.404,38,B,46.287,874,PASS,46.274,301,1,146,83.852,38
S006,44.285,38,D,45.137,843,PASS,45.118,289,1,146,88.427,38
S006,44.069,38,D,44.877,800,FAIL,44.864,275,1,146,88.439,38
S006,45.339,38,C,46.254,906,FAIL,46.23,309,1,146,83.879,38
S006,45.375,38,A,46.232,848,PASS,46.22,293,1,146,88.441,38
S006,45.312,38,A,46.146,826,PASS,46.138,286,1,146,88.451,38
S006,45.49,38,C,46.332,833,PASS,46.315,286,1,146,83.852,38
S006,45.255,38,C,46.162,898,FAIL,46.141,307,1,146,83.881,38
S006,44.111,38,A,44.939,820,PASS,44.921,281,1,146,88.444,38
S006,45.431,38,A,46.246,807,PASS,46.231,277,1,146,88.433,38
S006,45.086,38,A,45.935,840,PASS,45.913,287,1,146,88.439,38
S006,44.967,38,A,45.808,832,PASS,45.787,284,1,146,88.443,38
S006,43.379,38,A,44.21,823,PASS,44.195,283,1,138,94.399,38
S006,44.063,38,B,44.861,790,FAIL,44.849,272,1,138,111.796,38
S006,44.013,38,A,44.835,814,PASS,44.819,279,1,138,94.39,38
S006,43.389,38,C,44.242,844,PASS,44.22,288,1,146,83.846,38
S006,44.364,38,B,45.23,857,PASS,45.212,294,1,146,83.87,38
S006,44.326,38,B,45.213,878,PASS,45.184,297,1,138,112.321,38
S006,45.036,38,A,45.909,864,PASS,45.889,296,1,138,94.37,38
S006,44.509,38,B,45.323,806,PASS,45.299,274,1,138,111.874,38
S006,44.524,38,D,45.377,844,PASS,45.363,291,1,146,88.411,38
S006,45.014,38,A,45.832,810,PASS,45.822,280,1,146,88.422,38
S006,45.52,38,A,46.35,822,PASS,46.333,282,1,138,94.38,38
S006,45.446,38,B,46.313,858,PASS,46.298,295,1,138,111.873,38
S006,45.464,38,A,46.262,790,FAIL,46.247,271,0,138,94.369,38
S006,44.106,38,B,44.932,818,PASS,44.915,280,1,138,111.832,38
S006,43.309,38,B,43.85,535,FAIL,43.836,183,0,146,83.864,38
S006,44.364,38,B,45.217,844,PASS,45.199,289,1,138,111.838,38
S006,43.952,38,A,44.781,821,PASS,44.762,281,1,138,94.397,38
S006,44.025,38,B,44.813,780,FAIL,44.793,266,0,138,112.011,38
S006,44.312,38,A,45.14,820,PASS,45.12,280,1,138,94.395,38
S006,44.414,38,C,45.304,881,PASS,45.287,302,1,146,83.853,38
S006,44.413,38,B,45.29,868,PASS,45.273,298,1,146,83.872,38
S006,44.033,38,A,44.86,819,PASS,44.839,279,1,146,88.442,38
S006,44.453,38,C,45.351,889,PASS,45.329,303,1,146,83.857,38
S006,44.359,38,D,45.194,827,PASS,45.174,282,1,146,88.439,38
S006,45.401,38,A,46.223,814,PASS,46.201,277,1,146,88.439,38
S006,43.973,38,A,44.818,836,PASS,44.802,287,1,146,88.448,38
S006,44.573,38,B,45.411,829,PASS,45.393,284,1,146,83.856,38
S006,43.993,38,D,44.843,841,PASS,44.823,288,1,146,88.433,38
S006,44.08,38,C,44.911,823,PASS,44.89,281,1,146,83.873,38
S006,43.871,38,D,44.638,759,FAIL,44.622,260,0,146,88.416,38
S006,44.491,38,B,45.343,843,PASS,45.322,288,1,146,83.872,38
S006,44.384,38,A,45.176,784,FAIL,45.151,266,0,146,88.442,38
S006,43.339,38,C,44.135,788,FAIL,44.121,271,0,140,83.861,38
S006,44.302,38,D,45.067,757,FAIL,45.055,261,0,140,87.885,38
S006,45.438,38,A,46.191,745,FAIL,46.178,256,0,140,87.888,38
S006,44.244,38,B,45.002,750,FAIL,44.988,258,0,140,83.87,38
S006,44.408,38,D,45.175,759,FAIL,45.152,258,0,140,87.891,38
S006,44.193,38,B,44.961,760,FAIL,44.946,261,0,140,83.868,38
S006,43.242,38,A,43.984,734,FAIL,43.973,253,0,140,87.883,38
S006,44.242,38,A,44.984,734,FAIL,44.97,252,0,138,92.912,38
S006,44.214,38,A,45.007,785,FAIL,44.988,268,0,138,92.912,38
S006,43.378,38,D,44.188,802,FAIL,44.172,275,1,138,92.917,38
S006,44.245,38,D,45.03,777,FAIL,45.014,266,0,138,92.914,38
S006,44.318,38,B,45.167,840,PASS,45.153,289,1,138,111.908,38
S006,44.261,38,B,45.101,831,PASS,45.081,284,1,138,111.914,38
S006,43.367,38,C,44.248,872,PASS,44.217,294,1,138,111.929,38
S006,45.982,38,C,46.852,861,PASS,46.829,293,1,138,111.923,38
S006,45.941,38,C,46.801,851,PASS,46.776,289,1,146,83.855,38
S006,44.289,38,B,45.111,814,PASS,45.093,279,1,146,83.864,38
S006,46.93,38,B,47.786,847,PASS,47.768,290,1,146,83.864,38
S006,44.304,38,D,45.138,826,PASS,45.12,283,1,146,87.879,38
S006,44.178,38,D,45.01,824,PASS,44.992,282,1,146,88.43,38
S006,46.899,38,C,47.823,915,FAIL,47.8,312,1,146,83.858,38
S006,45.523,38,A,46.384,852,PASS,46.371,294,1,146,88.438,38
S006,45.407,38,A,46.236,821,PASS,46.214,280,1,146,87.89,38
S006,44.659,38,C,45.496,828,PASS,45.475,283,1,146,83.855,38
S006,43.314,38,C,44.18,857,PASS,44.155,291,1,146,83.857,38
S006,44.346,38,D,45.183,828,PASS,45.167,284,1,146,88.437,38
S006,44.25,38,B,45.104,845,PASS,45.081,288,1,146,83.856,38
S006,44.258,38,B,45.074,808,PASS,45.054,276,1,146,83.861,38
S006,44.245,38,D,45.08,827,PASS,45.063,283,1,146,88.396,38
S006,44.414,38,D,45.246,824,PASS,45.226,281,1,146,88.447,38
S006,44.331,38,A,45.184,844,PASS,45.163,288,1,146,88.434,38
S006,44.311,38,A,45.16,840,PASS,45.13,284,1,146,88.422,38
S006,44.18,38,A,45.006,818,PASS,44.986,279,1,138,94.412,38
S006,44.356,38,A,45.156,792,FAIL,45.136,270,0,138,94.407,38
S006,44.38,38,D,45.217,828,PASS,45.209,287,1,138,94.412,38
S006,43.391,38,D,44.238,838,PASS,44.221,288,1,138,94.412,38
S006,44.692,38,D,45.504,804,FAIL,45.487,275,1,138,94.419,38
S006,44.206,38,B,45.057,842,PASS,45.032,286,1,138,111.91,38
S006,44.379,38,B,45.212,825,PASS,45.199,284,1,138,111.914,38
S006,44.327,38,C,45.194,858,PASS,45.169,292,1,138,111.872,38
S006,44.326,38,A,45.152,818,PASS,45.126,277,1,138,94.4,38
S006,44.301,38,A,45.125,816,PASS,45.106,279,1,138,94.412,38
S006,44.743,38,C,45.589,837,PASS,45.576,289,1,138,113.69,38
S006,44.302,38,D,45.157,846,PASS,45.135,289,1,138,94.398,38
S006,44.332,38,D,45.154,814,PASS,45.129,276,1,138,94.396,38
S006,43.301,38,B,44.18,870,PASS,44.152,295,1,138,111.877,38
S006,46.158,38,B,46.972,806,PASS,46.947,273,1,138,111.776,38
S006,44.278,38,B,45.124,837,PASS,45.107,287,1,138,113.58,38
S006,45.489,38,C,46.348,850,PASS,46.328,291,1,138,111.912,38
S006,44.13,38,C,44.981,842,PASS,44.951,284,1,138,111.885,38
S006,46.596,38,A,47.454,849,PASS,47.435,291,1,138,94.407,38
S006,44.309,38,A,45.143,826,PASS,45.122,282,1,138,94.393,38
S006,45.351,38,A,46.225,865,PASS,46.204,296,1,138,94.381,38
S006,45.44,38,D,46.239,791,FAIL,46.222,271,0,138,94.384,38
S006,46.654,38,B,47.495,832,PASS,47.484,288,1,138,111.903,38
S006,46.066,38,B,46.931,856,PASS,46.905,291,1,138,111.859,38
S006,45.439,38,D,46.318,870,PASS,46.303,299,1,138,94.407,38
S006,46.883,38,C,47.769,877,PASS,47.751,301,1,138,111.868,38
S006,45.449,38,A,46.303,845,PASS,46.294,293,1,138,94.404,38
S006,45.557,38,A,46.356,791,FAIL,46.33,268,0,138,94.401,38
S006,46.041,38,B,46.935,885,PASS,46.922,305,1,138,111.841,38
S006,44.114,38,B,44.95,827,PASS,44.935,284,1,138,111.876,38
S006,44.324,38,B,45.191,858,PASS,45.175,295,1,138,111.896,38
S006,44.346,38,B,45.211,856,PASS,45.196,294,1,138,111.846,38
S006,44.324,38,C,45.149,817,PASS,45.139,282,1,138,111.888,38
S006,44.267,38,C,45.115,839,PASS,45.117,294,1,146,83.856,38
S006,43.359,38,C,44.22,852,PASS,44.2,291,1,146,83.859,38
S006,45.047,38,B,45.903,847,PASS,45.879,288,1,146,83.855,38
S006,45.981,38,B,46.834,844,PASS,46.814,289,1,146,83.848,38
S006,44.985,38,B,45.823,829,PASS,45.811,286,1,146,83.859,38
S006,44.186,38,D,45.04,845,PASS,45.028,292,1,146,88.434,38
S006,45.989,38,D,46.853,855,PASS,46.838,294,1,146,88.44,38
S006,45.016,38,C,45.9,875,PASS,45.879,299,1,146,83.842,38
S006,43.421,38,A,44.237,808,PASS,44.23,280,1,146,88.431,38
S006,45.06,38,A,45.879,811,PASS,45.873,282,1,146,88.444,38
S006,45.009,38,C,45.867,849,PASS,45.85,291,1,146,83.856,38
S006,44.047,38,C,44.913,857,PASS,44.891,292,1,146,83.857,38
S006,44.859,38,D,45.671,804,FAIL,45.655,276,1,146,88.425,38
S006,44.244,38,B,45.104,851,PASS,45.083,291,1,146,83.855,38
S006,44.316,38,B,45.163,838,PASS,45.149,289,1,146,83.856,38
S006,44.128,38,D,45.025,888,PASS,45.009,305,1,146,88.509,38
S006,44.146,38,D,44.975,821,PASS,44.954,280,1,146,88.43,38
S006,44.283,38,A,45.087,796,FAIL,45.066,271,0,146,88.452,38
S006,44.01,38,A,44.832,814,PASS,44.817,280,1,146,88.438,38
S008,45.69,38,B,46.522,824,PASS,46.514,285,1,138,91.388,38
S008,45.701,38,B,46.533,824,PASS,46.527,286,1,138,91.382,38
S008,45.489,38,C,46.381,883,PASS,46.378,308,1,138,91.383,38
S008,45.699,38,C,46.608,900,FAIL,46.594,310,1,138,91.389,38
S008,45.585,38,D,46.493,899,FAIL,46.468,306,1,138,89.932,38
S008,45.395,38,D,46.267,863,PASS,46.257,299,1,138,89.936,38
S008,45.571,38,A,46.452,872,PASS,46.445,303,1,138,89.927,38
S008,45.614,38,A,46.503,880,PASS,46.485,302,1,138,89.92,38
S008,45.461,38,B,46.285,816,PASS,46.271,281,1,138,91.382,38
S008,45.475,38,B,46.31,827,PASS,46.312,290,1,138,91.373,38
S008,45.568,38,C,46.457,880,PASS,46.453,307,1,138,91.394,38
S008,45.623,38,C,46.502,870,PASS,46.48,297,1,138,91.393,38
S008,45.483,38,A,46.373,881,PASS,46.359,303,1,138,89.922,38
S008,45.654,38,A,46.545,882,PASS,46.54,307,1,138,89.921,38
S008,45.593,38,D,46.447,845,PASS,46.442,294,1,138,89.924,38
S008,45.463,38,D,46.346,874,PASS,46.332,301,1,138,89.938,38
S008,45.666,38,C,46.582,907,FAIL,46.564,311,1,138,91.389,38
S008,45.557,38,C,46.462,896,FAIL,46.453,310,1,138,91.387,38
S008,45.473,38,B,46.317,835,PASS,46.31,290,1,138,91.388,38
S008,45.63,38,B,46.453,815,PASS,46.445,282,1,138,91.387,38
S008,45.672,38,B,46.535,854,PASS,46.521,294,1,134,98.927,38
S008,45.448,38,B,46.276,820,PASS,46.268,284,1,134,98.921,38
S008,45.471,38,C,46.306,827,PASS,46.303,288,1,134,98.922,38
S008,45.45,38,C,46.299,840,PASS,46.288,290,1,134,98.931,38
S008,45.598,38,D,46.443,836,PASS,46.428,288,1,134,101.526,38
S008,45.585,38,D,46.377,784,FAIL,46.369,272,1,134,101.526,38
S008,45.579,38,A,46.469,881,PASS,46.463,306,1,134,101.523,38
S008,45.576,38,A,46.45,865,PASS,46.439,299,1,134,101.531,38
S008,45.356,38,B,46.204,839,PASS,46.197,291,1,134,98.917,38
S008,45.421,38,B,46.259,829,PASS,46.247,286,1,134,98.917,38
S008,45.486,38,C,46.324,829,PASS,46.308,285,1,134,98.917,38
S008,45.518,38,C,46.398,871,PASS,46.381,299,1,134,98.916,38
S008,45.586,38,A,46.466,871,PASS,46.454,301,1,134,101.523,38
S008,45.629,38,A,46.503,865,PASS,46.489,298,1,134,101.515,38
S008,45.535,38,D,46.402,858,PASS,46.383,294,1,134,101.526,38
S008,45.616,38,D,46.514,889,PASS,46.495,305,1,134,101.517,38
S008,45.539,38,B,46.332,785,FAIL,46.324,272,1,134,98.907,38
S008,45.526,38,B,46.371,836,PASS,46.356,288,1,134,98.918,38
S008,45.542,38,C,46.407,856,PASS,46.388,293,1,134,98.918,38
S008,45.476,38,C,46.334,849,PASS,46.32,292,1,134,98.919,38
S008,45.567,38,A,46.47,894,FAIL,46.456,308,1,134,101.514,38
S008,45.6,38,A,46.48,871,PASS,46.465,300,1,134,101.519,38
S008,45.533,38,D,46.411,869,PASS,46.395,299,1,134,101.517,38
S008,45.502,38,B,46.342,831,PASS,46.332,288,1,138,91.376,38
S008,44.757,38,D,45.638,872,PASS,45.627,301,1,138,89.934,38
S008,45.49,38,D,46.379,880,PASS,46.36,301,1,138,89.933,38
S008,45.438,38,A,46.347,900,FAIL,46.334,310,1,138,89.923,38
S008,45.655,38,A,46.547,883,PASS,46.534,305,1,138,89.923,38
S008,45.449,38,C,46.355,897,FAIL,46.332,306,1,138,91.391,38
S008,45.404,38,C,46.332,919,FAIL,46.309,314,0,138,91.395,38
S008,45.468,38,B,46.198,723,FAIL,46.19,250,0,138,91.407,38
S008,45.473,38,B,46.315,833,PASS,46.3,287,1,138,91.391,38
S008,45.539,38,D,46.418,870,PASS,46.406,300,1,138,89.925,38
S008,45.445,38,D,46.258,805,PASS,46.241,276,1,138,89.928,38
S008,45.515,38,A,46.39,866,PASS,46.373,297,1,138,89.923,38
S008,45.464,38,A,46.366,893,FAIL,46.346,306,1,138,89.92,38
S008,45.482,38,C,46.383,892,FAIL,46.369,307,1,138,91.381,38
S008,45.417,38,C,46.264,838,PASS,46.247,288,1,138,91.392,38
S008,45.4,38,B,46.249,840,PASS,46.249,294,1,138,91.384,38
S008,45.447,38,B,46.284,828,PASS,46.269,285,1,138,91.39,38
S008,45.516,38,D,46.387,862,PASS,46.371,296,1,138,89.93,38
S008,45.504,38,A,46.387,874,PASS,46.371,300,1,138,89.908,38
S008,45.531,38,A,46.416,876,PASS,46.398,300,1,138,89.923,38
S008,45.434,38,C,46.328,885,PASS,46.314,305,1,138,91.391,38
S008,45.591,38,B,46.417,818,PASS,46.417,286,1,138,91.407,38
S008,45.448,38,A,46.333,876,PASS,46.326,304,1,138,89.92,38
S008,45.535,38,B,46.368,825,PASS,46.368,289,1,138,91.384,38
S008,45.597,38,C,46.513,907,FAIL,46.508,316,0,138,91.378,38
S008,45.634,38,D,46.5,857,PASS,46.507,302,1,138,89.921,38
S008,45.611,38,D,46.482,862,PASS,46.48,301,1,138,89.926,38
S008,45.607,38,C,46.49,874,PASS,46.49,306,1,138,91.386,38
S008,45.494,38,D,46.37,867,PASS,46.371,304,1,138,89.932,38
S008,45.63,38,D,46.564,924,FAIL,46.505,303,1,138,89.932,38
S008,45.533,38,C,46.372,830,PASS,46.401,301,1,138,91.382,38
S008,45.43,38,D,46.29,851,PASS,46.273,292,1,138,89.936,38
S008,45.55,38,D,46.43,871,PASS,46.409,298,1,138,89.943,38
S008,45.515,38,A,46.384,860,PASS,46.367,295,1,138,89.926,38
S008,45.526,38,A,46.362,827,PASS,46.346,284,1,138,89.921,38
S008,45.539,38,C,46.432,884,PASS,46.412,302,1,138,91.355,38
S008,45.511,38,C,46.406,886,PASS,46.389,304,1,138,91.336,38
S008,45.554,38,B,46.38,818,PASS,46.373,284,1,138,91.413,38
S008,45.629,38,B,46.476,838,PASS,46.463,289,1,138,91.358,38
S008,45.478,38,D,46.327,840,PASS,46.313,289,1,138,89.939,38
S008,45.473,38,D,46.336,854,PASS,46.319,293,1,138,89.933,38
S008,45.536,38,A,46.401,856,PASS,46.387,295,1,138,89.925,38
S008,45.432,38,C,46.333,892,FAIL,46.316,306,1,134,98.953,38
S008,45.45,38,D,46.339,880,PASS,46.325,303,1,134,101.547,38
S008,45.413,38,D,46.3,878,PASS,46.283,301,1,134,101.524,38
S008,45.562,38,A,46.39,820,PASS,46.376,282,1,134,101.523,38
S008,44.841,38,A,45.713,863,PASS,45.694,296,1,134,101.562,38
