Line,Pre-Weight,Recipe,Location,Wet Weight,Wet Result,Wet Pass/Fail,Dry Weight,WPP,Pass/Fail,Passes,Flow,Size
S008,45.549,38,C,46.42,862,PASS,46.405,297,1,134,98.946,38
S008,45.403,38,C,46.311,899,FAIL,46.291,308,1,134,98.955,38
S008,45.549,38,B,46.396,838,PASS,46.382,289,1,134,98.934,38
S008,45.586,38,B,46.454,859,PASS,46.438,295,1,134,98.948,38
S008,45.517,38,D,46.383,857,PASS,46.377,298,1,134,101.568,38
S008,45.424,38,D,46.306,873,PASS,46.288,299,1,134,101.523,38
S008,45.556,38,A,46.444,879,PASS,46.429,302,1,134,101.539,38
S008,45.396,38,A,46.267,862,PASS,46.249,296,1,134,101.57,38
S008,45.464,38,B,46.379,906,FAIL,46.355,309,1,134,98.963,38
S008,45.552,38,B,46.486,924,FAIL,46.467,317,0,134,98.936,38
S008,45.562,38,C,46.425,854,PASS,46.404,292,1,134,98.933,38
S008,45.52,38,C,46.472,942,FAIL,46.443,320,0,134,98.944,38
S008,45.428,38,A,46.31,873,PASS,46.289,298,1,134,101.546,38
S008,45.434,38,A,46.347,904,FAIL,46.328,310,1,134,101.537,38
S008,45.53,38,D,46.37,831,PASS,46.361,288,1,134,101.529,38
S008,45.51,38,D,46.402,883,PASS,46.383,302,1,134,101.514,38
S008,45.593,38,C,46.508,906,FAIL,46.489,310,1,134,98.931,38
S008,45.595,38,A,46.495,891,FAIL,46.482,307,1,138,89.923,38
S008,45.512,38,D,46.408,887,PASS,46.395,306,1,138,89.931,38
S008,45.442,38,D,46.298,847,PASS,46.29,294,1,138,89.928,38
S008,45.592,38,B,46.431,830,PASS,46.413,284,1,138,91.414,38
S008,45.575,38,B,46.426,842,PASS,46.409,289,1,138,91.421,38
S008,45.539,38,C,46.455,907,FAIL,46.431,309,1,138,91.393,38
S008,45.547,38,C,46.437,881,PASS,46.425,304,1,138,91.386,38
S008,45.576,38,A,46.472,887,PASS,46.457,305,1,138,89.93,38
S008,45.414,38,A,46.237,815,PASS,46.221,280,1,138,89.927,38
S008,45.579,38,D,46.474,886,PASS,46.456,304,1,138,89.935,38
S008,45.566,38,D,46.453,878,PASS,46.437,302,1,138,89.938,38
S008,45.53,38,B,46.369,830,PASS,46.356,286,1,138,91.399,38
S008,45.53,38,B,46.409,870,PASS,46.385,296,1,138,91.404,38
S008,45.403,38,C,46.333,921,FAIL,46.315,316,0,138,91.38,38
S008,45.549,38,C,46.375,818,PASS,46.359,281,1,138,91.393,38
S008,45.51,38,C,46.435,916,FAIL,46.409,311,1,134,98.936,38
S008,45.582,38,C,46.512,921,FAIL,46.494,316,0,134,98.912,38
S008,45.563,38,B,46.465,893,FAIL,46.443,305,1,134,98.928,38
S008,45.439,38,B,46.317,869,PASS,46.294,296,1,134,98.946,38
S008,45.558,38,D,46.451,884,PASS,46.432,303,1,134,101.514,38
S008,45.359,38,D,46.242,874,PASS,46.224,300,1,134,101.489,38
S008,45.556,38,A,46.463,898,FAIL,46.443,307,1,134,101.509,38
S008,45.584,38,D,46.452,859,PASS,46.435,295,1,134,101.497,38
S008,45.572,38,B,46.519,937,FAIL,46.496,320,0,134,98.918,38
S008,45.628,38,B,46.469,832,PASS,46.453,286,1,134,97.91,38
S008,45.509,38,C,46.421,903,FAIL,46.404,310,1,134,97.919,38
S008,45.526,38,C,46.417,882,PASS,46.398,302,1,134,98.929,38
S008,45.561,38,A,46.439,869,PASS,46.42,298,1,134,101.505,38
S008,45.56,38,A,46.388,820,PASS,46.37,281,1,134,101.506,38
S008,45.515,38,D,46.406,882,PASS,46.381,300,1,134,101.498,38
S008,45.546,38,D,46.445,890,FAIL,46.43,306,1,134,101.494,38
S008,45.403,38,C,46.302,890,FAIL,46.289,307,1,134,97.909,38
S008,45.403,38,C,46.318,906,FAIL,46.301,311,1,134,97.903,38
S008,45.518,38,B,46.374,847,PASS,46.369,295,1,134,97.913,38
S008,45.53,38,B,46.428,889,PASS,46.409,305,1,134,97.917,38
S008,45.538,38,D,46.425,878,PASS,46.409,302,1,134,101.5,38
S008,45.564,38,D,46.421,848,PASS,46.406,292,1,134,101.503,38
S008,45.591,38,A,46.466,866,PASS,46.457,300,1,134,101.491,38
S008,45.521,38,B,46.405,875,PASS,46.39,301,1,134,97.911,38
S008,45.4,38,B,46.278,869,PASS,46.273,302,1,134,97.907,38
S008,45.544,38,C,46.429,876,PASS,46.424,305,1,134,97.905,38
S008,45.549,38,C,46.42,862,PASS,46.406,297,1,134,97.918,38
S008,45.539,38,A,46.415,867,PASS,46.399,298,1,134,101.494,38
S008,45.529,38,B,46.321,784,FAIL,46.315,272,1,138,91.377,38
S008,45.579,38,C,46.413,826,PASS,46.407,287,1,138,91.384,38
S008,45.56,38,C,46.446,877,PASS,46.439,305,1,138,91.388,38
S008,45.582,38,A,46.457,866,PASS,46.44,297,1,138,89.904,38
S008,45.532,38,A,46.413,872,PASS,46.418,307,1,138,89.906,38
S008,45.505,38,D,46.393,879,PASS,46.381,303,1,138,89.922,38
S008,45.539,38,C,46.464,916,FAIL,46.443,313,1,138,91.409,38
S008,45.476,38,C,46.378,893,FAIL,46.376,312,1,138,91.402,38
S008,45.325,38,B,46.157,824,PASS,46.155,288,1,138,91.393,38
S008,45.582,38,B,46.439,848,PASS,46.426,292,1,138,91.384,38
S008,45.522,38,D,46.424,893,FAIL,46.41,308,1,138,89.913,38
S008,45.586,38,D,46.488,893,FAIL,46.471,307,1,138,89.909,38
S008,45.622,38,A,46.526,895,FAIL,46.506,306,1,138,89.918,38
S008,45.519,38,A,46.426,898,FAIL,46.4,305,1,138,89.919,38
S008,44.936,38,C,45.828,883,PASS,45.811,303,1,138,91.374,38
S008,45.615,38,A,46.508,884,PASS,46.516,312,1,138,89.902,38
S008,45.54,38,D,46.431,882,PASS,46.421,305,1,138,89.913,38
S008,45.455,38,B,46.296,832,PASS,46.284,287,1,138,91.402,38
S008,45.367,38,C,46.28,904,FAIL,46.257,308,1,138,91.384,38
S008,45.496,38,C,46.342,837,PASS,46.336,291,1,138,91.398,38
S008,45.525,38,B,46.358,825,PASS,46.341,283,1,138,91.391,38
S008,45.53,38,B,46.369,830,PASS,46.353,285,1,138,91.379,38
S008,45.594,38,C,46.477,874,PASS,46.476,306,1,134,97.905,38
S008,45.552,38,D,46.438,877,PASS,46.43,304,1,134,101.527,38
S006,44.784,38,C,45.676,883,PASS,45.652,301,1,146,83.867,38
S006,44.43,38,B,45.251,813,PASS,45.24,281,1,146,83.868,38
S006,43.977,38,B,44.805,820,PASS,44.79,282,1,146,83.867,38
S006,44.106,38,B,44.967,852,PASS,44.947,291,1,146,83.855,38
S006,44.428,38,D,45.225,789,FAIL,45.211,271,0,146,88.46,38
S006,44.668,38,D,45.508,831,PASS,45.475,280,1,146,88.43,38
S006,45.084,38,C,45.953,860,PASS,45.943,298,1,146,83.871,38
S006,44.665,38,A,45.478,805,PASS,45.46,275,1,146,88.461,38
S006,43.405,38,A,44.177,764,FAIL,44.165,263,0,146,88.424,38
S006,44.358,38,C,45.184,818,PASS,45.167,280,1,146,83.872,38
S006,45.381,38,C,46.264,874,PASS,46.247,300,1,146,83.852,38
S006,45.374,38,A,46.186,804,FAIL,46.18,279,1,146,88.438,38
S006,45.999,38,B,46.851,843,PASS,46.831,288,1,146,83.861,38
S006,45.387,38,B,46.269,873,PASS,46.25,299,1,146,83.868,38
S006,45.468,38,D,46.312,835,PASS,46.298,288,1,146,88.46,38
S006,44.731,38,D,45.565,826,PASS,45.539,280,1,146,88.448,38
S006,45.322,38,D,46.182,851,PASS,46.169,293,1,146,88.456,38
S006,45.971,38,A,46.822,842,PASS,46.804,289,1,146,88.438,38
S006,45.299,38,A,46.155,847,PASS,46.126,287,1,146,88.426,38
S006,44.4,38,C,45.277,868,PASS,45.243,292,1,146,83.865,38
S006,44.127,38,C,45.004,868,PASS,44.981,296,1,146,83.85,38
S006,44.166,38,B,45.014,839,PASS,44.999,289,1,146,83.858,38
S006,44.111,38,B,44.966,846,PASS,44.948,290,1,146,83.858,38
S006,44.345,38,B,45.197,843,PASS,45.174,287,1,146,83.859,38
S008,45.594,38,D,46.404,802,FAIL,46.389,275,1,132,101.516,38
S008,45.484,38,C,46.298,806,PASS,46.288,279,1,132,98.926,38
S008,45.605,38,A,46.514,900,FAIL,46.497,309,1,134,101.524,38
S008,45.645,38,D,46.52,866,PASS,46.504,298,1,134,101.526,38
S008,45.569,38,A,46.438,860,PASS,46.428,298,1,132,101.531,38
S008,45.692,38,B,46.498,798,FAIL,46.482,274,1,132,98.922,38
S008,45.53,38,D,46.402,863,PASS,46.389,298,1,134,101.52,38
S008,45.647,38,D,46.464,809,PASS,46.456,280,1,132,101.52,38
S008,45.57,38,B,46.281,704,FAIL,46.273,244,0,132,98.927,38
S008,45.439,38,B,46.295,847,PASS,46.28,291,1,134,98.916,38
S008,45.468,38,C,46.322,845,PASS,46.301,289,1,134,98.916,38
S008,45.522,38,C,46.352,822,PASS,46.338,283,1,132,98.933,38
S008,45.406,38,D,46.295,880,PASS,46.278,302,1,138,89.936,38
S008,45.635,38,D,46.522,878,PASS,46.519,306,1,138,89.957,38
S008,45.443,38,A,46.284,832,PASS,46.276,289,1,138,89.936,38
S008,45.476,38,B,46.319,834,PASS,46.303,287,1,138,91.409,38
S008,45.477,38,B,46.302,817,PASS,46.298,284,1,138,91.372,38
S008,45.627,38,C,46.504,868,PASS,46.499,302,1,138,91.4,38
S008,45.418,38,C,46.329,902,FAIL,46.31,309,1,138,91.403,38
S008,45.638,38,D,46.502,855,PASS,46.491,296,1,138,89.931,38
S008,45.447,38,D,46.331,875,PASS,46.321,303,1,138,89.949,38
S008,45.486,38,A,46.289,795,FAIL,46.285,277,1,138,89.943,38
S008,45.398,38,A,46.282,875,PASS,46.272,303,1,138,89.924,38
S008,45.485,38,C,46.285,792,FAIL,46.28,275,1,134,98.924,38
S008,45.458,38,C,46.326,859,PASS,46.302,292,1,134,98.911,38
S008,45.637,38,A,46.537,891,FAIL,46.524,307,1,134,101.517,38
S008,45.597,38,A,46.478,872,PASS,46.465,301,1,134,101.53,38
S008,45.46,38,D,46.305,836,PASS,46.294,289,1,134,101.525,38
S008,45.634,38,D,46.505,862,PASS,46.489,296,1,134,101.529,38
S008,45.614,38,C,46.515,892,FAIL,46.499,307,1,134,98.904,38
S008,45.451,38,C,46.287,827,PASS,46.28,287,1,134,98.929,38
S008,45.414,38,B,46.231,809,PASS,46.225,281,1,134,98.915,38
S008,45.647,38,B,46.528,872,PASS,46.511,299,1,134,98.922,38
S008,45.511,38,A,46.353,833,PASS,46.338,287,1,134,101.534,38
S008,45.403,38,A,46.204,793,FAIL,46.198,275,1,134,101.524,38
S008,45.543,38,D,46.425,873,PASS,46.406,299,1,134,101.521,38
S008,45.483,38,D,46.378,886,PASS,46.361,304,1,134,101.522,38
S008,45.564,38,B,46.371,799,FAIL,46.361,276,1,134,98.911,38
S008,45.645,38,B,46.547,893,FAIL,46.532,307,1,134,98.921,38
S008,45.456,38,C,46.354,889,PASS,46.348,309,1,134,98.944,38
S008,45.498,38,C,46.355,848,PASS,46.342,292,1,134,98.928,38
S008,45.468,38,A,46.341,864,PASS,46.321,296,1,134,101.525,38
S008,45.541,38,A,46.4,850,PASS,46.4,298,1,134,101.519,38
S008,45.596,38,D,46.476,871,PASS,46.464,301,1,134,101.524,38
S008,45.523,38,D,46.335,804,FAIL,46.32,276,1,134,101.522,38
S008,45.536,38,B,46.368,824,PASS,46.353,283,1,134,98.926,38
S008,45.464,38,B,46.307,834,PASS,46.298,289,1,134,98.919,38
S006,44.36,38,B,45.265,896,FAIL,45.244,306,1,138,111.853,38
S006,45.389,38,A,46.254,856,PASS,46.233,292,1,138,94.384,38
S006,44.011,38,C,44.925,905,FAIL,44.907,310,1,138,111.868,38
S006,46.561,38,A,47.439,869,PASS,47.421,298,1,138,94.381,38
S006,45.504,38,A,46.348,835,PASS,46.337,289,1,138,94.54,38
S006,45.415,38,A,46.253,829,PASS,46.233,283,1,138,94.383,38
S006,45.026,38,A,45.888,853,PASS,45.869,292,1,138,94.383,38
S006,44.063,38,D,44.912,840,PASS,44.893,288,1,138,94.396,38
S006,45.001,38,B,45.856,846,PASS,45.853,295,1,138,111.851,38
S006,44.191,38,B,45.068,868,PASS,45.063,302,1,138,110.828,38
S006,45.035,38,B,45.939,895,FAIL,45.92,307,1,138,111.845,38
S006,46.574,38,B,47.453,870,PASS,47.431,297,1,138,111.844,38
S006,45.362,38,C,46.242,871,PASS,46.228,300,1,138,111.864,38
S006,44.859,38,A,45.721,853,PASS,45.7,291,1,138,94.379,38
S006,45.535,38,A,46.36,817,PASS,46.359,285,1,138,94.4,38
S006,45.404,38,A,46.26,847,PASS,46.25,293,1,138,94.384,38
S006,44.744,38,D,45.614,861,PASS,45.594,294,1,138,94.388,38
S006,45.458,38,B,46.318,851,PASS,46.296,290,1,138,111.84,38
S006,44.077,38,B,44.939,853,PASS,44.931,296,1,138,111.908,38
S006,44.741,38,B,45.625,875,PASS,45.607,300,1,138,111.846,38
S006,45.515,38,C,46.385,861,PASS,46.366,295,1,138,111.859,38
S006,44.827,38,A,45.693,857,PASS,45.674,293,1,138,94.387,38
S008,45.397,38,D,46.292,886,PASS,46.262,300,1,134,101.52,38
S008,45.6,38,B,46.425,817,PASS,46.416,283,1,134,98.913,38
S008,45.567,38,B,46.336,761,FAIL,46.333,265,0,134,98.917,38
S008,45.51,38,C,46.368,849,PASS,46.355,293,1,134,98.913,38
S008,45.46,38,C,46.307,838,PASS,46.298,290,1,134,98.924,38
S008,45.41,38,A,46.298,879,PASS,46.283,302,1,134,101.521,38
S008,45.548,38,A,46.436,879,PASS,46.417,301,1,134,101.522,38
S008,45.471,38,D,46.276,797,FAIL,46.261,274,1,134,101.517,38
S008,45.481,38,D,46.35,860,PASS,46.33,294,1,134,101.521,38
S008,45.419,38,B,46.248,821,PASS,46.241,285,1,134,98.915,38
S008,45.457,38,B,46.281,816,PASS,46.267,281,1,134,98.907,38
S008,45.517,38,C,46.357,831,PASS,46.345,287,1,134,98.918,38
S008,45.389,38,C,46.193,796,FAIL,46.179,274,1,134,98.918,38
S008,45.465,38,A,46.324,850,PASS,46.317,295,1,134,101.521,38
S008,45.644,38,A,46.514,861,PASS,46.506,299,1,134,101.513,38
S008,45.552,38,D,46.394,833,PASS,46.385,289,1,134,101.523,38
S008,45.626,38,D,46.489,854,PASS,46.479,296,1,134,101.522,38
S008,45.539,38,D,46.439,891,FAIL,46.42,305,1,138,89.925,38
S008,45.377,38,D,46.263,877,PASS,46.247,301,1,138,89.924,38
S008,45.61,38,A,46.521,902,FAIL,46.505,310,1,138,89.923,38
S008,45.349,38,A,46.246,888,PASS,46.234,307,1,138,89.921,38
S008,45.416,38,C,46.325,900,FAIL,46.304,308,1,138,91.392,38
S008,45.462,38,C,46.342,871,PASS,46.328,300,1,138,91.389,38
S008,45.443,38,B,46.297,845,PASS,46.28,290,1,138,91.391,38
S006,44.095,38,B,44.938,834,PASS,44.912,283,1,146,83.863,38
S006,44.082,38,B,44.895,805,PASS,44.882,277,1,146,83.855,38
S006,45.437,38,D,46.297,851,PASS,46.281,292,1,146,88.421,38
S006,45.319,38,D,46.197,869,PASS,46.161,292,1,146,88.432,38
S006,44.095,38,D,44.916,813,PASS,44.896,277,1,146,88.446,38
S006,45.45,38,A,46.313,854,PASS,46.289,291,1,146,88.437,38
S006,45.288,38,A,46.133,836,PASS,46.109,284,1,146,88.441,38
S006,45.45,38,C,46.344,885,PASS,46.32,301,1,146,83.858,38
S006,44.232,38,C,45.129,888,PASS,45.111,305,1,146,83.86,38
S006,44.261,38,B,45.122,852,PASS,45.1,291,1,146,83.869,38
S006,45.45,38,B,46.314,855,PASS,46.282,288,1,146,83.865,38
S006,44.025,38,B,44.873,839,PASS,44.852,287,1,146,83.861,38
S006,45.374,38,D,46.186,804,FAIL,46.164,274,1,146,88.455,38
S006,44.241,38,D,45.1,850,PASS,45.075,289,1,146,88.443,38
S006,44.047,38,C,44.924,868,PASS,44.902,296,1,146,83.87,38
S006,44.064,38,A,44.905,832,PASS,44.883,284,1,146,88.445,38
S006,44.299,38,A,45.138,830,PASS,45.112,282,1,146,88.432,38
S006,45.471,38,C,46.335,855,PASS,46.321,294,1,146,83.88,38
S006,44.557,38,C,45.447,881,PASS,45.426,301,1,146,83.854,38
S006,44.603,38,D,45.427,816,PASS,45.406,278,1,146,88.434,38
S006,45.031,38,B,45.877,837,PASS,45.859,287,1,146,83.866,38
S006,43.44,38,B,44.257,809,PASS,44.239,277,1,146,83.88,38
S006,45.06,38,D,45.893,825,PASS,45.871,281,1,146,88.442,38
S006,44.629,38,D,45.434,797,FAIL,45.417,273,1,146,88.438,38
S008,45.405,38,C,46.283,869,PASS,46.262,297,1,138,91.389,38
S008,45.451,38,B,46.213,754,FAIL,46.199,259,0,138,91.39,38
S008,45.408,38,B,46.247,830,PASS,46.229,284,1,138,91.403,38
S008,45.466,38,B,46.319,844,PASS,46.308,292,1,134,98.923,38
S008,45.497,38,B,46.333,827,PASS,46.334,290,1,134,98.908,38
S008,45.348,38,C,46.173,817,PASS,46.166,283,1,134,98.911,38
S008,45.554,38,C,46.398,835,PASS,46.376,285,1,134,98.922,38
S008,45.407,38,A,46.298,882,PASS,46.283,303,1,134,101.522,38
S008,45.455,38,A,46.327,863,PASS,46.333,304,1,134,101.52,38
S008,45.499,38,D,46.361,853,PASS,46.367,301,1,134,101.52,38
S008,45.557,38,B,46.405,839,PASS,46.404,293,1,134,98.914,38
S008,45.408,38,B,46.23,814,PASS,46.23,285,1,134,98.919,38
S008,45.446,38,C,46.28,826,PASS,46.287,291,1,134,98.92,38
S008,45.377,38,C,46.223,837,PASS,46.226,294,1,134,98.925,38
S008,45.516,38,A,46.397,872,PASS,46.399,306,1,134,101.526,38
S008,45.497,38,A,46.342,836,PASS,46.341,292,1,134,101.52,38
S008,45.516,38,D,46.377,852,PASS,46.376,298,1,134,101.521,38
S008,45.412,38,D,46.229,809,PASS,46.232,284,1,134,101.516,38
S008,45.435,38,A,46.307,863,PASS,46.313,304,1,138,89.922,38
S008,45.6,38,B,46.446,837,PASS,46.441,291,1,138,91.388,38
S008,45.59,38,A,46.47,871,PASS,46.468,304,1,138,89.924,38
S008,45.513,38,B,46.323,802,FAIL,46.319,279,1,138,91.382,38
S008,45.642,38,A,46.527,876,PASS,46.526,306,1,138,89.915,38
S006,44.149,38,C,45.01,852,PASS,44.985,290,1,146,83.855,38
S006,44.648,38,A,45.495,838,PASS,45.472,285,1,138,94.389,38
S006,44.265,38,B,45.129,855,PASS,45.112,293,1,138,112.569,38
S006,44.736,38,A,45.516,772,FAIL,45.496,263,0,138,94.372,38
S006,44.058,38,B,44.856,790,FAIL,44.84,271,0,138,111.823,38
S006,44.328,38,A,45.17,833,PASS,45.152,285,1,146,88.432,38
S006,44.028,38,B,44.904,867,PASS,44.885,297,1,138,111.838,38
S006,46.115,38,A,46.951,827,PASS,46.927,281,1,138,94.387,38
S006,44.634,38,A,45.334,693,FAIL,45.324,239,0,138,94.372,38
S006,44.953,38,A,45.777,816,PASS,45.757,279,1,138,94.379,38
S006,45.504,38,D,46.365,852,PASS,46.352,294,1,146,88.429,38
S006,44.852,38,A,45.71,849,PASS,45.692,291,1,138,94.381,38
S006,44.367,38,B,45.257,881,PASS,45.235,301,1,138,111.708,38
S006,46.926,38,B,47.699,765,FAIL,47.686,263,0,138,111.802,38
S006,45.979,38,B,46.78,793,FAIL,46.762,271,0,138,111.843,38
S006,44.456,38,A,45.281,817,PASS,45.255,277,1,138,94.38,38
S006,44.073,38,B,44.96,878,PASS,44.935,299,1,138,111.851,38
S006,45.48,38,C,46.361,872,PASS,46.336,297,1,146,83.863,38
S006,44.006,38,D,44.897,882,PASS,44.871,300,1,146,88.423,38
S006,44.32,38,A,45.164,835,PASS,45.172,295,1,146,88.399,38
S006,46.128,38,B,47.014,877,PASS,46.989,298,1,146,83.865,38
S006,43.931,38,D,44.659,721,FAIL,44.65,249,0,146,88.435,38
S006,44.108,38,C,44.929,813,PASS,44.911,278,1,146,83.86,38
S008,45.545,38,A,46.405,851,PASS,46.391,293,1,138,89.92,38
S008,45.576,38,C,46.441,856,PASS,46.438,299,1,138,91.393,38
S008,45.358,38,C,46.26,893,FAIL,46.244,307,1,138,91.412,38
S008,45.548,38,B,46.392,835,PASS,46.374,286,1,138,91.395,38
S008,45.491,38,B,46.311,812,PASS,46.298,280,1,138,91.389,38
S008,45.477,38,A,46.315,829,PASS,46.303,286,1,138,89.965,38
S008,45.341,38,A,46.214,864,PASS,46.198,297,1,138,89.93,38
S008,45.546,38,D,46.415,860,PASS,46.397,295,1,138,89.948,38
S008,45.54,38,D,46.388,839,PASS,46.373,289,1,138,89.961,38
S008,45.493,38,C,46.369,867,PASS,46.354,298,1,138,91.388,38
S008,45.446,38,C,46.318,863,PASS,46.298,295,1,138,91.451,38
S008,45.426,38,B,46.248,814,PASS,46.234,280,1,138,91.381,38
S008,45.412,38,B,46.242,822,PASS,46.234,285,1,138,91.369,38
S008,45.525,38,D,46.282,749,FAIL,46.268,257,0,138,90.029,38
S008,45.517,38,D,46.377,851,PASS,46.365,294,1,138,89.938,38
S008,45.472,38,A,46.279,799,FAIL,46.265,275,1,138,89.933,38
S008,45.431,38,A,46.229,790,FAIL,46.215,272,1,138,89.917,38
S008,45.408,38,C,46.27,853,PASS,46.253,293,1,138,91.492,38
S008,45.398,38,C,46.293,886,PASS,46.28,306,1,138,91.393,38
S008,45.548,38,B,46.405,848,PASS,46.389,291,1,138,91.433,38
S008,45.481,38,B,46.254,765,FAIL,46.242,264,0,138,91.425,38
S008,45.51,38,B,46.386,867,PASS,46.377,300,1,134,98.928,38
S008,45.386,38,B,46.265,870,PASS,46.246,298,1,134,98.939,38
S008,45.493,38,C,46.43,927,FAIL,46.413,319,0,134,98.963,38
S008,45.625,38,C,46.571,936,FAIL,46.553,321,0,134,98.943,38
S008,45.421,38,B,46.3,870,PASS,46.282,298,1,134,98.933,38
S008,45.539,38,B,46.436,888,PASS,46.416,304,1,134,98.953,38
S008,45.445,38,D,46.315,861,PASS,46.298,296,1,134,101.53,38
S008,45.492,38,D,46.345,844,PASS,46.334,292,1,134,101.529,38
S008,45.507,38,A,46.385,869,PASS,46.362,296,1,134,101.535,38
S008,45.51,38,A,46.419,900,FAIL,46.397,307,1,134,101.525,38
S008,45.508,38,A,46.402,885,PASS,46.38,302,1,138,89.928,38
S008,45.427,38,A,46.402,965,FAIL,46.295,301,1,138,89.931,38
S008,45.547,38,D,46.409,853,PASS,46.396,294,1,138,89.935,38
S008,45.479,38,D,46.331,843,PASS,46.315,290,1,138,89.936,38
S008,45.518,38,B,46.372,845,PASS,46.356,290,1,138,91.393,38
S008,45.536,38,B,46.398,853,PASS,46.383,293,1,138,91.412,38
S008,45.501,38,C,46.389,879,PASS,46.371,301,1,138,91.352,38
S008,45.553,38,C,46.449,887,PASS,46.427,303,1,138,91.399,38
S008,45.567,38,A,46.296,722,FAIL,46.285,249,0,138,89.925,38
S008,45.517,38,A,46.422,896,FAIL,46.402,307,1,138,89.922,38
S008,45.558,38,D,46.453,886,PASS,46.435,304,1,138,89.927,38
S008,45.574,38,D,46.437,854,PASS,46.429,296,1,138,89.938,38
S008,45.564,38,B,46.401,828,PASS,46.391,287,1,138,91.413,38
S008,45.568,38,B,46.434,857,PASS,46.424,297,1,138,91.35,38
S008,45.642,38,C,46.516,865,PASS,46.506,299,1,138,91.425,38
S008,45.592,38,A,46.466,865,PASS,46.447,296,1,138,89.935,38
S006,43.592,38,D,44.344,744,FAIL,44.335,257,0,146,88.447,38
S006,44.334,38,A,45.149,807,PASS,45.147,282,1,146,88.446,38
S006,44.162,38,B,45.034,863,PASS,45.022,298,1,146,83.879,38
S006,44.033,38,D,44.842,801,FAIL,44.83,276,1,146,88.443,38
S006,44.068,38,C,44.891,815,PASS,44.878,281,1,146,83.879,38
S006,43.573,38,B,44.388,807,PASS,44.374,277,1,146,83.87,38
S006,43.505,38,A,44.34,827,PASS,44.333,287,1,146,88.449,38
S006,44.158,38,B,44.932,766,FAIL,44.923,265,0,138,111.753,38
S006,44.293,38,A,45.141,839,PASS,45.128,289,1,140,94.4,38
S006,43.516,38,A,44.377,852,PASS,44.36,292,1,140,94.389,38
S006,43.841,38,B,44.637,788,FAIL,44.622,271,0,140,111.88,38
S006,44.492,38,A,45.312,812,PASS,45.313,284,1,138,94.389,38
S006,43.631,38,B,44.498,858,PASS,44.478,293,1,140,112.166,38
S006,43.925,38,D,44.767,833,PASS,44.751,286,1,140,94.398,38
S006,44.291,38,C,45.143,843,PASS,45.127,290,1,140,109.919,38
S006,44.376,38,C,45.239,854,PASS,45.221,293,1,146,83.855,38
S006,45.581,38,C,46.507,917,FAIL,46.488,314,0,150,82.949,38
S006,45.825,38,C,46.758,924,FAIL,46.743,318,0,150,82.944,38
S006,45.709,38,B,46.58,862,PASS,46.569,298,1,150,82.957,38
S006,45.601,38,A,46.527,917,FAIL,46.509,315,0,146,89.946,38
S006,44.363,38,D,45.18,809,PASS,45.161,276,1,146,89.941,38
S006,44.476,38,D,45.374,889,PASS,45.363,307,1,150,88.899,38
S006,43.583,38,C,44.473,881,PASS,44.462,305,1,150,82.952,38
S006,43.702,38,D,44.49,780,FAIL,44.48,270,0,150,88.882,38
S006,44.24,38,B,45.095,846,PASS,45.077,290,1,150,82.956,38
S006,44.11,38,B,45.001,882,PASS,44.977,300,1,150,82.972,38
S006,44.098,38,D,44.898,792,FAIL,44.886,273,1,150,88.948,38
S006,44.24,38,D,45.077,828,PASS,45.062,285,1,150,88.901,38
S006,44.344,38,A,45.204,851,PASS,45.183,291,1,150,88.88,38
S006,45.622,38,A,46.494,863,PASS,46.487,300,1,150,88.884,38
S006,44.089,38,A,44.967,869,PASS,44.953,299,1,150,88.923,38
S006,44.204,38,C,45.077,864,PASS,45.062,297,1,146,83.854,38
S006,44.156,38,B,45.014,849,PASS,44.999,292,1,146,83.869,38
S006,43.551,38,A,44.389,829,PASS,44.377,286,1,146,89.946,38
S006,43.73,38,A,44.595,856,PASS,44.581,295,1,146,89.959,38
S006,44.136,38,D,44.997,852,PASS,44.986,294,1,146,89.949,38
S006,45.687,38,C,46.577,881,PASS,46.571,306,1,146,83.853,38
S006,45.623,38,A,46.525,893,FAIL,46.502,305,1,146,89.948,38
S006,44.304,38,B,45.138,826,PASS,45.126,285,1,146,83.857,38
S006,45.553,38,A,46.443,881,PASS,46.428,303,1,146,89.94,38
S006,44.19,38,D,45.062,863,PASS,45.059,301,1,146,89.951,38
S006,44.075,38,C,44.928,844,PASS,44.912,290,1,146,83.862,38
S006,44.36,38,D,45.21,841,PASS,45.193,289,1,140,94.389,38
S006,45.749,38,C,46.592,834,PASS,46.577,287,1,140,111.852,38
S006,44.373,38,D,45.138,757,FAIL,45.127,261,0,140,94.402,38
S006,44.141,38,A,44.997,847,PASS,44.982,291,1,140,94.383,38
S006,45.737,38,B,46.631,885,PASS,46.614,304,1,150,82.95,38
S006,45.784,38,C,46.704,911,FAIL,46.686,312,1,150,82.948,38
S006,44.158,38,C,44.931,765,FAIL,44.921,264,0,140,110.832,38
S006,43.655,38,A,44.513,849,PASS,44.495,291,1,140,94.395,38
S006,44.438,38,B,45.229,783,FAIL,45.215,269,0,140,112.763,38
S006,44.525,38,D,45.356,823,PASS,45.34,282,1,140,94.394,38
S006,44.474,38,D,45.333,850,PASS,45.318,292,1,150,88.89,38
S006,44.212,38,D,45.034,814,PASS,45.015,278,1,140,94.393,38
S006,44.356,38,C,45.145,781,FAIL,45.131,268,0,140,109.988,38
S006,44.38,38,A,45.196,808,PASS,45.178,276,1,140,94.406,38
